item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
CSGR,"Extracts and calculates from long bone cross sections, cortical thickness maps, and biomechanically pertinent cross-sectional geometric properties.",https://github.com/Arothron/CSGR,,,,,,,,,,,,,,Arothron,,,,,,Scripts,R,Biological anthropology,Zooarchaeology,Shape recognition,3D modelling,,,https://archive.org/details/github.com-Arothron-CSGR_-_2018-09-12_11-05-11
kriging,Codes for performing kriging for ethnographic and archaeological data.,https://github.com/cl379/kriging,,,,,,,,,,,,,,cl379,,,,,,Scripts,R,Statistical analysis,,,,,,https://archive.org/details/github.com-cl379-kriging_-_2015-05-04_10-58-32
Geostat,Code for Geostatistics in ethnographic contexts.,https://github.com/cl379/Geostat,,,,,,,,,,,,,,cl379,,,,,,Scripts,R,Statistical analysis,Spatial analysis,,,,,https://archive.org/details/github.com-cl379-Geostat_-_2014-11-10_16-24-57
spDates,Analysis of spatial gradients in radiocarbon dates.,https://github.com/jgregoriods/spDates,,,,,,,,,,,,,,jgregoriods,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Spatial analysis,Statistical analysis,,,,https://archive.org/details/github.com-jgregoriods-spDates_-_2021-06-16_08-03-29
rxpand,Radiocarbon dates for the spread of farming and ceramics in tropical South America.,https://github.com/jgregoriods/rxpand,,,,,,,,,,,,,,jgregoriods,,,,,,Lists and datasets,R,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-jgregoriods-rxpand_-_2021-06-16_08-05-37
katun,Tools for converting between Maya and Western calendars.,https://github.com/jgregoriods/katun,,,,,,,,,,,https://jgregoriods.github.io/katun/,,,jgregoriods,,,,,,Standalone software,,Chronological modelling,,,,,,https://archive.org/details/github.com-jgregoriods-katun_-_2021-05-27_03-02-18
maya-calendar,Tools for converting between Maya and Western calendars.,https://github.com/jgregoriods/maya-calendar,,,,,,,,,,,https://jgregoriods.github.io/maya-calendar/dist/,,,jgregoriods,,,,,,Standalone software,,Chronological modelling,,,,,,https://archive.org/details/github.com-jgregoriods-maya-calendar_-_2021-05-27_02-40-14
chronochrt,Building chronological charts easily with R.,,,https://gitlab.com/roset/chronochrt,,,,,,https://CRAN.R-project.org/package=chronochrt,,,,,,roset,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
3D libraries of ships,A 3D library of ancient (classical era) ships.,,,,,,,,,,,,https://imareculture.eu/downloads/project-tools/3d-libraries-of-ships/,,,iMare Culture,,,,,,Lists and datasets,,3D modelling,Datasets,,,,,
ArboDat,A program package for registering and importing data of archaeobotanical analyses including contexts of samples as well as evaluation tools.,,,,,,,,,,,,https://nihk.de/en/research/current-projects/arbodat-ape,,,Angela Kreuz,,,,,,Standalone software,,Palaeobotany,Data management,,,,,
xronos.R,"A worldwide database of chronological information from archaeological contexts, including radiocarbon and dendrochronological data.",https://github.com/xronos-ch/xronos.R,,,,,,,,,,,https://xronos.ch,,,xronos-ch,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Datasets,,,,,
Electronic Babylonian Literature Project,Brings together ancient Near Eastern specialists and data scientists to revolutionize the way in which the literature of Iraq in the first millennium BCE is reconstructed and analyzed.,,,,,,,,,,,,https://www.ebl.lmu.de/,,,Electronic Babylonian Literature Project,,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,,,,,,
Archaeological_Catalogue_from_CSV_Spreadsheet,A template to create an archaeological catalogue from a spreadsheet using the LaTeX csvsimple package.,https://github.com/latex-ninja/Archaeological_Catalogue_from_CSV_Spreadsheet,,,,,,,https://latex-ninja.com/2021/07/16/latex-for-archaeologists-an-archaeological-catalogue-from-a-spreadsheet/,,,,,,,latex-ninja,,,,,,Scripts,LaTeX,Writing,Templates,,,,,
ABC of Archaeobotanical Open Science,A list of terms related to open archaeobotanical science.,,,,,,,,https://ekaroune.github.io/The-Open-Archaeobotanist/abcofarchaeobotanicalopenscience/,,,,,,,ekaroune,,,,,,Lists and datasets,,Lists,Educational resources and practical guides,,,,,
Open-Science-in-Phytolith-Research,"Project to create community awareness of open science practices, provide training and establish a working group for open science.",https://github.com/EKaroune/Open-Science-in-Phytolith-Research,,,,,,,,,,,https://ekaroune.github.io/Open-Science-in-Phytolith-Research/,,,ekaroune,,,,,,Guides,,Educational resources and practical guides,,,,,,
IsoArcH,Open access and collaborative isotope database for bioarcheological samples.,,,,,,https://twitter.com/isoarch_eu,,,,,,https://isoarch.eu/,,,IsoArcH,,,,,,Lists and datasets,,Datasets,,,,,,
Bridging the Gap ENCODE Database,Shared definitions of digital competences needed by graduate students in the programmes focusing on written cultural heritage.,,,,,,,,,,,,https://encode.uni-hamburg.de/index.html,,,Bridging the Gap ENCODE Database,,,,,,"Specifications, protocols and schemas",,Schemas and ontologies,Educational resources and practical guides,Ethics and professional development,,,,
AIDA,"Dataset of 4,010 radiocarbon dates from Italy from Late Mesolithic until Late Antiquity.",https://github.com/apalmisano82/AIDA,,,,,,,,,,,,,,apalmisano82,,,,,,Lists and datasets,,"Radiocarbon dating, calibration and sequencing",Datasets,,,,,
IntCal,"The IntCal20 radiocarbon calibration curves are provided here in a single data package, together with previous IntCal curves and postbomb curves.",https://github.com/Maarten14C/IntCal,,,,,,,,https://CRAN.R-project.org/package=IntCal,,,,,,Maarten14C,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
SCEM,Performs the Splitting-Coalescence-Estimation Method to model birth seasonality in studies of herd animals.,https://github.com/kserkcho/SCEM,,,,,,,,https://CRAN.R-project.org/package=SCEM,,,,,,kserkcho,Hannah Chazin,Soudeep Deb,Joshua Falk,Arun Srinivasan,,Packages and libraries,R,Zooarchaeology,Stable isotope analysis,,,,,
marbleplan,Loading a Marble Plan fragment.,https://github.com/rybesh/marbleplan,,,,,,,,,,,http://rybesh.github.io/marbleplan/,,,rybesh,,,,,,Standalone software,,3D modelling,Educational resources and practical guides,,,,,
UniformProbabilityDensityAnalysis,R implementation of the Uniform Probability Density Analysis approach,https://github.com/mpeeples2008/UniformProbabilityDensityAnalysis,,,,,,,,,,,,,,mpeeples2008,,,,,,Packages and libraries,R,Statistical analysis,Spatial analysis,,,,,
charcoalhearths,Work with geotifs to detect charcoal hearths,https://github.com/jeffblackadar/charcoalhearths,,,,,,,,,,,,,,jeffblackadar,,,,,,Packages and libraries,Python,Aerial and satellite imagery,Shape recognition,,,,,
p3k14c,Global archaeological radiocarbon dataset,https://github.com/people3k/p3k14c,,,,,,,,,,,,,10.1038/s41597-022-01118-7,people3k,,,,,,Lists and datasets,,"Radiocarbon dating, calibration and sequencing",Datasets,,,,,
p3k14c-data-scrubbing,Scrubbing program for the global archaeological radiocarbon dataset,https://github.com/people3k/p3k14c-data-scrubbing,,,,,,,,,,,,,,people3k,,,,,,Packages and libraries,Python,"Radiocarbon dating, calibration and sequencing",Data management,,,,,
IsoDataVis,"Data visualization guidelines for stable isotopes graphs, with examples",https://github.com/stantis/IsoDataVis,,,,,,,,,,,https://stantis.github.io/IsoDataVis/,,,stantis,,,,,,Guides,,Stable isotope analysis,Educational resources and practical guides,Diagrams and visualizations,,,,
Isotope-Visualisation,Resources relevant to visualisation of isotopic results,https://github.com/EstherPlomp/Isotope-Visualisation,,,,,,,,,,,,,,EstherPlomp,,,,,,Lists and datasets,,Stable isotope analysis,Diagrams and visualizations,Educational resources and practical guides,,,,
archaeological-SNA-R-demo,A quick demo of archaeological social network analysis in R,https://github.com/deanthebox/archaeological-SNA-R-demo,,,,,,,,,,,,,,deanthebox,,,,,,Guides,,Educational resources and practical guides,Network analysis,,,,,
ABMA,Code repository and website for Agent-Based Modeling for Archaeology.,https://github.com/SantaFeInstitute/ABMA,,,,,,,,,,,,,,SantaFeInstitute,,,,,,Guides,,Educational resources and practical guides,Simulation,,,,,
Analysing Stable Isotope Data,"Tutorial on how to visualise, analyse and interpret  stable isotope data",,,,,,,,,,,,https://sites.google.com/view/brianhayden/teaching/analyzing-stable-isotope-data,,,Brian Hayden,,,,,,Guides,,Educational resources and practical guides,Stable isotope analysis,Diagrams and visualizations,,,,
Plotting Dental Inventory with ggplot2,tutorial on an intuitive way to visualise a dental inventory in a sample,,,,,,,,,,,,https://bjorn.rbind.io/post/dental-inv-plot/,,,bbartholdy,,,,,,Guides,,Educational resources and practical guides,Stable isotope analysis,Diagrams and visualizations,,,,
IsoMapNL,Data and script to generate a map of the Netherlands for isotopic analyses,https://github.com/EstherPlomp/IsoMapNL,,,,,,,,,,,,,,EstherPlomp,,,,,,Guides,,Educational resources and practical guides,Stable isotope analysis,Diagrams and visualizations,,,,
rock-art-transfer-learning,Reconstructing rock art chronology with transfer learning,https://github.com/keeeal/rock-art-transfer-learning,,,,,,,,,,,,,,keeeal,,,,,,Packages and libraries,Python,Shape recognition,Chronological modelling,Iconography,,,,
UThwigl,Compute closed- and open-system uranium-thorium (U-Th) ages of geological and archaeological samples.,https://github.com/tonydoss/UThwigl,,,,,,,,,,,,,,tonydoss,,,,,,Packages and libraries,R,Stable isotope analysis,Chronological modelling,,,,,
totalopenstationToQgis,A plugin to connect with totalopenstation software developed as part of the IOSA project.,https://github.com/enzococca/totalopenstationToQgis,,,,,,,,,,,,,,enzococca,,,,,,Packages and libraries,QGIS,Drivers and IO,Spatial analysis,,,,,
Bibliographic Database of African Scholarship on African Archaeology,An open-access database of African archaeology publications by African and Afrodescendant scholars.,,,,,,,,,,,,https://bibdaa.rice.edu/,,,J. Fleisher,M. Prendergast,K. Ranhorn,H. Woldekiros,,,Lists and datasets,,Bibliography,Ethics and professional development,Educational resources and practical guides,,,,
GlobaLID-database,Facilitates the reconstruction of raw material provenances with lead isotopes.,https://github.com/archmetalDBM/GlobaLID-database,,,,,,,,,,,,https://doi.org/10.5880/fidgeo.2021.031,,archmetalDBM,,,,,,Lists and datasets,,Datasets,Stable isotope analysis,,,,,
GlobaLID-App,The GlobaLID web app,https://github.com/archmetalDBM/GlobaLID-App,,,,,,,,,,,https://globalid.dmt-lb.de/,,,archmetalDBM,,,,,,Standalone software,,Datasets,Stable isotope analysis,Diagrams and visualizations,,,,
clam,A package for classical age-depth modelling of cores from deposits.,https://github.com/Maarten14C/clam,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,Geophysical survey,,,,,
coffee,Uses Bayesian methods to enforce the chronological ordering of radiocarbon and other dates.,https://github.com/Maarten14C/coffee,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",,,,,
rbacon,"A package for Bayesian age-depth modelling of sediment cores, constrained by prior information on sedimentation rates and their variability.",https://github.com/Maarten14C/rbacon,,,,,,,,https://CRAN.R-project.org/package=rbacon,,,,,,Maarten14C,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",,,,,
pollencount,"This simulation tool aims to help students and researchers to start to see what pollen looks like under the microscope, and start to identify common pollen grains.",https://github.com/Maarten14C/pollencount,,,,,,,,,,,,,,Maarten14C,,,,,,Packages and libraries,R,Palaeobotany,Educational resources and practical guides,,,,,
OpenLidarToolbox,A QGIS plug-in that provides one-step-processing of airborne LiDAR data from point cloud to LiDAR visualisations.,https://github.com/stefaneichert/OpenLidarToolbox,,,,,,,,,,,,,,stefaneichert,,,,,,Packages and libraries,QGIS,LiDAR,Aerial and satellite imagery,Drivers and IO,,,,
pXRF,R package for processing pXRF data.,https://github.com/MartinHinz/pXRF,,,,,,,,,,,,,,MartinHinz,,,,,,Packages and libraries,R,X-Ray Fluorescence,,,,,,
nearpresence,"Implements Near Presence Cluster Analysis, a statistical method for identifying spatial clustering within presence / absence data observed in irregularly distributed areal observation units.",https://github.com/eweaverdyck/nearpresence,,,,,,,,,,,,,,eweaverdyck,,,,,,Packages and libraries,R,Statistical analysis,Spatial analysis,,,,,
DACORD,Computer-Assisted Drawing of Archaeological Pottery.,https://github.com/jwilczek-dotcom/DACORD,,,,,,,,,,,,,,jwilczek-dotcom,,,,,,Scripts,R,Shape recognition,Artefact morphology,Ceramic analysis,,,,
RACORD,Computer-Assisted Shape Classification of Archaeological Pottery Fragments.,https://github.com/jwilczek-dotcom/RACORD,,,,,,,,,,,,,,jwilczek-dotcom,,,,,,Scripts,R,Shape recognition,Artefact morphology,Ceramic analysis,,,,
dplR,"Perform tree-ring analyses such as detrending, chronology building, and crossdating.",https://github.com/AndyBunn/dplR,,,,,,,,,,,,,,AndyBunn,,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,,,,,
xDateR,Shiny app for interactive crossdating of tree-ring data.,https://github.com/AndyBunn/xDateR,,,,,,,,,,,,,,AndyBunn,,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,,,,,
kidstats,Shiny application that provides subadult age estimations based on dental and skeletal development and skeletal diaphyseal metrics using pre-optimized mixed cumulative probit models.,https://github.com/ElaineYChu/kidstats,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Biological anthropology,,,,,,
tRauma,Interactive graphical user interface to aid in the interpretation of blunt-force rib trauma in forensic anthropology casework.,https://github.com/ElaineYChu/tRauma,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Biological anthropology,,,,,,
Pofatu,An open-access database for geochemical sourcing of archaeological materials.,https://github.com/pofatu/pofatu-data,,,,,,,,,,,https://pofatu.clld.org/,https://doi.org/10.5281/zenodo.4726799,,pofatu,,,,,,Lists and datasets,,Datasets,Geoarchaeology,,,,,
pypofatu,A python package to curate Pofatu data.,https://github.com/pofatu/pypofatu,,,,,,,,,,,,,,pofatu,,,,,,Packages and libraries,Python,Drivers and IO,Geoarchaeology,Datasets,,,,
pygeoroc,Python library to access data in the GEOROC database.,https://github.com/pofatu/pygeoroc,,,,,,,,,,,,,,potafu,,,,,,Packages and libraries,Python,Drivers and IO,Geoarchaeology,Datasets,,,,
Open History Map,A web-GIS platform containing spatial historical and archaeological data.,https://github.com/openhistorymap,,,,,,,,,,,http://www.openhistorymap.org/,,,openhistorymap,,,,,,Standalone software,,Site mapping,Public archaeology,,,,,
hsv-api,Historical Street View API,https://github.com/openhistorymap/hsv-api,,,,,,,,,,,https://visions.ofthepast.org/,,,openhistorymap,,,,,,Standalone software,,Site mapping,Public archaeology,Drivers and IO,,,,
OHM Data Index,The data index considers a collection of research areas that broadly stroke an idea of the level of completeness in the knowledge of a given period and timeframe.,,,,,,,,,,,,https://index.openhistorymap.org/,,,openhistorymap,,,,,,Lists and datasets,,Site mapping,Public archaeology,Data management,,,,
Mask_UAV,"Software to annotate, train, using deep learning, and segment imagery data from UAVs or other platforms.",https://github.com/maltaweel/Mask_UAV,,,,,,,,,,,,,,maltaweel,,,,,,Packages and libraries,Python,Site mapping,Aerial and satellite imagery,Drones,,,,
chi-field-manual,A bookdown powered manual for the small scale cultural heritage organization looking to leverage various chi techniques for their own collections.,https://github.com/XLabCU/chi-field-manual,,,,,,,,,,,https://xlabcu.github.io/chi-field-manual,,,XLabCU,,,,,,Guides,,Educational resources and practical guides,Statistical analysis,,,,,
A bibliography of public archaeology and archaeological heritage management in the Mediterranean,A collection of references about public archaeology and archaeological heritage management in/from the Mediterranean.,,,,,,,,,,,,https://digital.csic.es/handle/10261/223340,https://doi.org/10.20350/digitalCSIC/12720,,Jaime Almansa Sánchez,,,,,,Lists and datasets,,Bibliography,Public archaeology,,,,,
CHARM,Cultural heritage abstract reference model.,,,,,,,,,,,,http://www.charminfo.org/,,,CHARM,,,,,,"Specifications, protocols and schemas",,Data management,Schemas and ontologies,,,,,
Corallium Fabrica,"Set of 3D models of coral skeletons, which may be used as a reference collection.",,,,,,,,,,,,https://corallumfabrica.laas.fr/,,,Elise Rigot,,,,,,Lists and datasets,,3D modelling,Datasets,,,,,
SexEst,Uses machine learning models to predict the Sex of unknown skeletons based on their cranial and postcranial measurements.,https://github.com/cconsta1/SexEst,,,,,,,,,,,,,,cconsta1,,,,,,Packages and libraries,Python,Biological anthropology,Shape recognition,,,,,
web_geochemistry,Visualizing XRF and NAA geochemistry concentrations.,https://github.com/arf-berkeley/web_geochemistry,,,,,,,,,,,,,,arf-berkeley,,,,,,Packages and libraries,R,X-Ray Fluorescence,Instrumental Neutron activation analysis,,,,,
ithaca,Restoring and attributing ancient texts using deep neural networks.,https://github.com/deepmind/ithaca,,,,,,,,,,,,,,deepmind,,,,,,Packages and libraries,Python,Literary analysis and epigraphy,Shape recognition,,,,,
archchron,For handling archaeological chronological data.,,,https://gitlab.com/oliver.nakoinz/archchron,,,,,,,,,,,,oliver.nakoinz,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
tutorials,Tutorials on quantitative archaeology.,,,https://gitlab.com/oliver.nakoinz/tutorials,,,,,,,,,,,,oliver.nakoinz,,,,,,Guides,,Educational resources and practical guides,Statistical analysis,,,,,
c14-date-extractor,Script for extracting c14 dates from text.,https://github.com/alexbrandsen/c14-date-extractor,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,,Bits and bobs,"Radiocarbon dating, calibration and sequencing",Writing,,,,
joint-disease-tool,"Interactively guides the user through a number of questions, ending in a specific pathology diagnosis.",https://github.com/alexbrandsen/joint-disease-tool,,,,,,,,,,,,,,alexbrandsen,,,,,,Packages and libraries,,Biological anthropology,,,,,,
pdf-to-nested-xml,"Script to convert a folder of Dutch archaeological reports (PDFs) to XML files nested by section, chapter, heading.",https://github.com/alexbrandsen/pdf-to-nested-xml,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,Python,Bits and bobs,Writing,,,,,
archeo-bertje,A Dutch BERT model for the Archaeology domain.,https://github.com/alexbrandsen/archeo-bertje,,,,,,,,,,,,,,alexbrandsen,,,,,,"Specifications, protocols and schemas",,Machine learning,Schemas and ontologies,,,,,
archaeo-CRF,Conditional Random Fields model for NER in Dutch Archaeology.,https://github.com/alexbrandsen/archaeo-CRF,,,,,,,,,,,,,,alexbrandsen,,,,,,Packages and libraries,Python,Machine learning,Schemas and ontologies,,,,,
MapofComputationalArchaeology,Visualizes digital archaeology as a fantasy landscape.,https://github.com/sslarch/MapofComputationalArchaeology,,,,,,,,,,,,,,sslarch,,,,,,Products,,Diagrams and visualizations,,,,,,
chronup,Tools for chronological uncertainty propagation.,https://github.com/wccarleton/chronup,,,,,,,,,,,,,,wccarleton,,,,,,Packages and libraries,R,Chronological modelling,Statistical analysis,,,,,
recmod,Tools for estimating parameters for Radiocarbon-dated Event Count (REC) Models.,https://github.com/wccarleton/recmod,,,,,,,,,,,,,,wccarleton,,,,,,Packages and libraries,R,Chronological modelling,"Radiocarbon dating, calibration and sequencing",,,,,
timeperiod2daterange,Converts time period entities to standardised date ranges.,https://github.com/alexbrandsen/timeperiod2daterange,,,,,,,,,,,,,,alexbrandsen,,,,,,Scripts,Python,Chronological modelling,Bits and bobs,,,,,
R pour l'archeologue,Online textbook about how tackle a wide range of problems using R.,,,,,,,,,,,https://codeberg.org/nfrerebeau/rarcheo,https://r-archeo.huma-num.fr/,,,nfrerebeau,,,,,,Guides,,Educational resources and practical guides,,,,,,
fellingDateR,Compute and combine felling date estimates for historical tree-ring series with (incomplete) sapwood.,https://github.com/hanecakr/fellingDateR,,,,,,,,,,,,,,hanecakr,,,,,,Packages and libraries,R,Chronological modelling,Dendrochronology,,,,,
rock-art-radnet,Rock art object detection model.,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-radnet,,,,,,,,,,,,,,Swedish-Rock-Art-Research-Archives,,,,,,Packages and libraries,Python,Shape recognition,Iconography,,,,,
rock-art-ratopoviz,Create visualizations from laserscans.,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-ratopoviz,,,,,,,,,,,,,,Swedish-Rock-Art-Research-Archives,,,,,,Packages and libraries,Python,Shape recognition,Iconography,,,,,
anthroFun,Functions to help with the preprocessing steps in anthropological research.,https://github.com/ElaineYChu/anthroFun,,,,,,,,,,,,,,ElaineYChu,,,,,,Scripts,R,Bits and bobs,,,,,,
arches-via-docker,Deployment of Arches via Docker for archaeology and related instruction.,https://github.com/opencontext/arches-via-docker,,,,,,,,,,,,,,opencontext,,,,,,Standalone software,,Drivers and IO,,,,,,
ShootPoints-Web,A set of programs for total station surveying.,https://github.com/Lugal-PCZ/ShootPoints-Web,,,,,,https://www.youtube.com/watch?v=kiFEff1Kne4,,,,,http://shootpoints.io/,,,Lugal-PCZ,,,,,,Standalone software,Python,Site mapping,Data collection,,,,,
quantatools,Finding quantum in archaeological data using cosine quantogram and related statistical methods.,https://github.com/maciejkasinski/quantatools,,,,,,,,,,,,,10.5281/zenodo.2566606.svg,maciejkasinski,,,,,,Packages and libraries,R,Statistical analysis,,,,,,
BraDypUS,"Creating, impementing and publishing relational databases on the Web, especially for the archaeolgical domain.",https://github.com/lab-archeologia-digitale/BraDypUS,,,,,,,,,,,,,10.5281/zenodo.5577979.svg,lab-archeologia-digitale,,,,,,Standalone software,,Data management,,,,,,
Mastodon-Archaeology,Simple web app that helps to bulk follow archaeologists on the FOSS microblogging service Mastodon.,https://github.com/stark1tty/Mastodon-Archaeology,,,,,,,,,,,,,,stark1tty,,,,,,Lists and datasets,,Lists,Public archaeology,,,,,
ArchaeoAstroInsight,"QGIS Python script/plugin for computing azimuth, horizon altitude, and celestial declination of a specific bearing indicated by a line segment selected by a user.",https://github.com/marcfrincu/ArchaeoAstroInsight,,,,,,,,,,,,,,marcfrincu,,,,,,Packages and libraries,QGIS,Spatial analysis,Archaeoastronomy,,,,,
PleistoDist,Distance matrices between islands normalised over Pleistocene time.,https://github.com/g33k5p34k/PleistoDist,,,,,,,,,,,,,,g33k5p34k,,,,,,Packages and libraries,ArcGIS,Spatial analysis,,,,,,
PleistoDistR,Distance matrices between islands normalised over Pleistocene time. A complete ground-up rebuild of PleistoDist for use with R.,https://github.com/g33k5p34k/PleistoDistR,,,,,,,,,,,,,,g33k5p34k,,,,,,Packages and libraries,R,Spatial analysis,,,,,,
BioArch_R,Apps and functions for use in Bioarchaeology,https://github.com/AlisJay/BioArch_R,,,,,,,,,,,,,,AlisJay,,,,,,Packages and libraries,R,Biological anthropology,,,,,,
BioProfile,A shiny app which uses the results of standard osteological methods to create a basic biological profile,https://github.com/AlisJay/BioProfile,,,,,,,,,,,https://alisjay.shinyapps.io/BioProfile,,,AlisJay,,,,,,Packages and libraries,R,Biological anthropology,,,,,,
NASSA-modules,The modular library of the Network for Agent-based modelling of Socio-ecological systems in Archaeology,https://github.com/Archaeology-ABM/NASSA-modules,,,,,,,,,,,https://archaeology-abm.github.io/NASSA-modules,,,Archaeology-ABM,,,,,,Lists and datasets,,Simulation,Lists,,,,,
Material Sources for Early Islam and Late Antique Near East,A list of resources and materials for research on the history of Early Islam and the Late Antique Near East.,,,,,,,,,,,,https://materialsourcesforearlyislamandlateantiqueneareast.hcommons.org/,,,Hagit Nol,,,,,,Lists and datasets,,Lists,,,,,,
TPQ-Composer,Utility for graphically displaying a set of termini post quem induced from stratified archaeological artifacts.,https://github.com/Eythan31/TPQ-Composer,,,,,,,,,,,,,,Eythan31,,,,,,Packages and libraries,Python,Chronological modelling,,,,,,
Artifacts-Analyzer,Python script for analyzing data sets of archaeological artifacts containing only Boolean and categorical variables.,https://github.com/Eythan31/Artifacts-Analyzer,,,,,,,,,,,,,,Eythan31,,,,,,Packages and libraries,Python,Statistical analysis,,,,,,
PAThs Simple Vectorization Protocol,Protocol to vecotorize archaeological or architectonic legacy data.,,,,,,,,,,,,https://docs.paths-erc.eu/data/svp,,,PAThs,,,,,,Guides,,Site mapping,3D modelling,,,,,
ChronoLog,A tool for computer-assisted chronological research.,,,,,,,,,,,,https://chrono.ulb.be/,,10.1016/j.jas.2020.105225,Eythan Levy,Frédéric Pluquet,Gilles Geeraerts,,,,Standalone software,,Chronological modelling,,,,,,
IntChron,An indexing service for chronological information. Information can be viewed as webpages or downloaded as data files in different formats.,,,,,,,,,,,,https://intchron.org/,,10.1017/RDC.2019.21,Christopher Bronk Ramsey,,,,,,Lists and datasets,,Lists,,,,,,
DIGSS,"A simulation tool to estimate the rate of success that surveys possessing user-specific characteristics have in identifying archaeological sites (or any groups of clouds of objects), given specific parameters of survey area, survey methods, and site properties.",https://github.com/markhubbe/DIGSS,,,,,,,,https://CRAN.R-project.org/package=DIGSS,,,,,,markhubbe,,,,,,Packages and libraries,R,Simulation,Statistical analysis,,,,,
archaeosrp,Read PDFs with archaeological site report information and return the information in the forms as a dataframe.,https://github.com/seanbergin/archaeosrp,,,,,,,,,,,,,,seanbergin,,,,,,Packages and libraries,R,Writing,,,,,,
ancient-artifacts,Dynamic image analysis to identify ancient artifacts in soil samples.,https://github.com/vanderbilt-data-science/ancient-artifacts,,,,,,,,,,,,,,vanderbilt-data-science,,,,,,Packages and libraries,R,Shape recognition,Spatial analysis,,,,,
roev,Functions for analysing and visualizing rates of evolution.,https://github.com/benmarwick/roev,,,,,,,,,,,,,,benmarwick,,,,,,Packages and libraries,R,Statistical analysis,,,,,,
aoristic-analysis,Estimate probabilities of find numbers per period.,https://github.com/LimesLimits/aoristic-analysis,,,,,,,,,,,,,10.1016/j.jasrep.2016.10.006,LimesLimits,,,,,,Packages and libraries,Python,Statistical analysis,,,,,,
SEAHORS,R Shiny application that allows easy and quick exploration of the spatial distribution of archaeological objects.,https://github.com/AurelienRoyer/SEAHORS,,,,,,,,,,,,,,AurelienRoyer,,,,,,Packages and libraries,R,Spatial analysis,,,,,,
shoredate,Offers methods to shoreline date Stone Age sites located along the Norwegian Skagerrak coast based on their present-day elevation and the trajectory of past relative sea-level change.,https://github.com/isakro/shoredate,,,,,,,,https://CRAN.R-project.org/package=shoredate,,,,,,isakro,,,,,,Packages and libraries,R,Spatial analysis,Chronological modelling,,,,,
civ5-prehistoric,"Extends the game back millions years and multiple eras into the days when ""man"" first descended from the trees!",https://github.com/carlosfhernandez/civ5-prehistoric,,,,,,,,,,,https://github.com/carlosfhernandez/civ5-prehistoric/wiki/,,,carlosfhernandez,,,,,,Standalone software,,Games,,,,,,
archeoViz,"A packaged R 'Shiny' application for the visualisation, interactive exploration, and web communication of archaeological spatial data.",https://github.com/sebastien-plutniak/archeoviz,,,,,,,,https://CRAN.R-project.org/package=archeoViz,,,https://analytics.huma-num.fr/archeoviz/home/,,10.5281/zenodo.7460193,sebastien-plutniak,,,,,,Packages and libraries,R,Diagrams and visualizations,Spatial analysis,Site mapping,,,,
archeoViz Portal,An R Shiny application to gather and map datasets visualised using the archeoViz application,https://github.com/sebastien-plutniak/archeoviz-portal,,,,,,,,,,,https://analytics.huma-num.fr/archeoviz/home/,,,sebastien-plutniak,,,,,,Lists and datasets,R,Platforms and publications,Data collection,Datasets,,,,
Excavation_data_viewer,R Shiny app for viewing archaeological excavation data in 3D.,https://github.com/samclin/Excavation_data_viewer,,,,,,,,,,,,,,samclin,,,,,,Packages and libraries,R,Data management,3D modelling,,,,,
ARchaeology,View the AR models on your phone.,https://github.com/lili0824/ARchaeology,,,,,,,,,,,,,,lili0824,,,,,,Standalone software,,3D modelling,Augmented reality,Site mapping,,,,
StoneAdvisor,Explore and share your favourite archaeological sites and itineraries.,https://github.com/rbbristow/StoneAdvisor,,,,,,,,,,,,,,rbbristow,,,,,,Standalone software,Python,Public archaeology,Museums,,,,,
3D_EdgeAngle,Semi-automated 3D digital method to systematically quantify stone tool edge angle and design.,https://github.com/lschunk/3D_EdgeAngle,,,,,,,,,,,,,10.5281/zenodo.7956767,lschunk,Ivan Calandra,Konstantin Bob,,,,Packages and libraries,Python,Artefact morphology,3D modelling,,,,,
